Description_BF,CVE_ID,label_bf,y_predicted,predicted_label,ACC,BFDN,BFCU,BFFX,BFBT,BFSD,BFWD,Unnamed: 12,Description_AF,label_af,y_predicted.1,predicted_label.1,ACC.1,AFCB,AFC,AFBC,AFCF,AFAM,AFF,AFR,AFMS,AFMC,AFDN,AFA,AFMO,AFCN,AFP,AFLH,AFPP,Unnamed: 34,Description_CL,label_cl,predict,label_predict,ACC.2,CLBO,CLBU,CLNP,CLSF,CLOOA,CLUAF,CLCT,CLAV,CLIL,CLML,CLOBO,CLAC,CLDS,CLFR,CLTP,Exist_in_excel
#ERROR!,CVE-2016-1835,4,negative,4,1,0,0,0,0,0,0,,#ERROR!,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#ERROR!,3,positive,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
2. in case XPATH_OP_OR: - there is no check in the following code: arg1 = valuePop(ctxt); //can result in null.,CVE-2018-14404,4,positive,1,0,0,0,0,0,0,0,,2. in case XPATH_OP_OR: - there is no check in the following code: arg1 = valuePop(ctxt); //can result in null.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2. in case XPATH_OP_OR: - there is no check in the following code: arg1 = valuePop(ctxt); //can result in null.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"A denial of service flaw was found in the way libxml2, a library providing support to read, modify and write XML and HTML files, performed string substitutions when entity values for entity references replacement (--noent option) was requested / enabled during the XML file parsing.",CVE-2013-0338,4,negative,4,1,0,0,0,0,0,0,,"A denial of service flaw was found in the way libxml2, a library providing support to read, modify and write XML and HTML files, performed string substitutions when entity values for entity references replacement (--noent option) was requested / enabled during the XML file parsing.",2,negative,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,"A denial of service flaw was found in the way libxml2, a library providing support to read, modify and write XML and HTML files, performed string substitutions when entity values for entity references replacement (--noent option) was requested / enabled during the XML file parsing.",3,positive,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE
"A denial of service flaw was found in the way libxml2, a library providing support to read, modify and write XML and HTML files, performed string substitutions when entity values for external entity references replacement (--noent option) was requested / enabled during the XML file parsing.",CVE-2013-0339,4,negative,4,1,0,0,0,0,0,0,,"A denial of service flaw was found in the way libxml2, a library providing support to read, modify and write XML and HTML files, performed string substitutions when entity values for external entity references replacement (--noent option) was requested / enabled during the XML file parsing.",2,negative,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,"A denial of service flaw was found in the way libxml2, a library providing support to read, modify and write XML and HTML files, performed string substitutions when entity values for external entity references replacement (--noent option) was requested / enabled during the XML file parsing.",3,positive,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE
"A denial of service flaw was found in the way libxml2, a library providing support to read, modify and write XML and HTML files, performed string substitutions when entity values for external entity references replacement (--noent option) was requested / enabled during the XML file parsing.",CVE-2013-0339,4,negative,4,1,0,0,0,0,0,0,,"A denial of service flaw was found in the way libxml2, a library providing support to read, modify and write XML and HTML files, performed string substitutions when entity values for external entity references replacement (--noent option) was requested / enabled during the XML file parsing.",2,negative,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,"A denial of service flaw was found in the way libxml2, a library providing support to read, modify and write XML and HTML files, performed string substitutions when entity values for external entity references replacement (--noent option) was requested / enabled during the XML file parsing.",3,positive,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE
"A flaw in libxml2 allows remote XML entity inclusion with default parser flags (i.e., when the caller did not request entity substitution, DTD validation, external DTD subset loading, or default DTD attributes).",CVE-2017-7375,4,negative,4,1,0,0,0,0,0,0,,"A flaw in libxml2 allows remote XML entity inclusion with default parser flags (i.e., when the caller did not request entity substitution, DTD validation, external DTD subset loading, or default DTD attributes).",2,negative,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,"A flaw in libxml2 allows remote XML entity inclusion with default parser flags (i.e., when the caller did not request entity substitution, DTD validation, external DTD subset loading, or default DTD attributes).",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
A heap-buffer overflow was found in the way libxml2 decoded certain XML entitites.,CVE-2012-5134,4,negative,4,1,0,0,0,0,0,0,,A heap-buffer overflow was found in the way libxml2 decoded certain XML entitites.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A heap-buffer overflow was found in the way libxml2 decoded certain XML entitites.,3,positive,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
A NULL pointer dereference vulnerability exists in the xpath,CVE-2018-14404,4,negative,4,1,0,0,0,0,0,0,,A NULL pointer dereference vulnerability exists in the xpath,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A NULL pointer dereference vulnerability exists in the xpath,3,negative,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
A NULL pointer dereference vulnerability exists in the xpath.c:xmlXPathCompOpEval() function of libxml2 through 2.9.8 when parsing an invalid XPath expression in the XPATH_OP_AND or XPATH_OP_OR case.,CVE-2018-14404,4,negative,4,1,0,0,0,0,0,0,,A NULL pointer dereference vulnerability exists in the xpath.c:xmlXPathCompOpEval() function of libxml2 through 2.9.8 when parsing an invalid XPath expression in the XPATH_OP_AND or XPATH_OP_OR case.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A NULL pointer dereference vulnerability exists in the xpath.c:xmlXPathCompOpEval() function of libxml2 through 2.9.8 when parsing an invalid XPath expression in the XPATH_OP_AND or XPATH_OP_OR case.,4,negative,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"A patch to do this is below: diff --git a/parser.c b/parser.c index a65e4cc..04b0e58 100644 --- a/parser.c +++ b/parser.c @@ -6970,6 +6970,15 @@ xmlParseMarkupDecl(xmlParserCtxtPtr ctxt) { xmlParsePI(ctxt); } } + + /* + * If the parser eached end of file, then stop while we know it is failing.",CVE-2015-8241,4,positive,1,0,0,0,0,0,0,0,,"A patch to do this is below: diff --git a/parser.c b/parser.c index a65e4cc..04b0e58 100644 --- a/parser.c +++ b/parser.c @@ -6970,6 +6970,15 @@ xmlParseMarkupDecl(xmlParserCtxtPtr ctxt) { xmlParsePI(ctxt); } } + + /* + * If the parser eached end of file, then stop while we know it is failing.",2,positive,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"A patch to do this is below: diff --git a/parser.c b/parser.c index a65e4cc..04b0e58 100644 --- a/parser.c +++ b/parser.c @@ -6970,6 +6970,15 @@ xmlParseMarkupDecl(xmlParserCtxtPtr ctxt) { xmlParsePI(ctxt); } } + + /* + * If the parser eached end of file, then stop while we know it is failing.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"A remote attacker could provide a specially-crafted XML file containing an external entity expansion, when processed would lead to excessive CPU consumption (denial of service).",CVE-2013-0339,4,positive,1,0,0,0,0,0,0,0,,"A remote attacker could provide a specially-crafted XML file containing an external entity expansion, when processed would lead to excessive CPU consumption (denial of service).",2,negative,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,"A remote attacker could provide a specially-crafted XML file containing an external entity expansion, when processed would lead to excessive CPU consumption (denial of service).",3,positive,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE
"A remote attacker could provide a specially-crafted XML file that, when processed would lead to excessive CPU consumption (denial of service).",CVE-2013-0338,4,negative,4,1,0,0,0,0,0,1,,"A remote attacker could provide a specially-crafted XML file that, when processed would lead to excessive CPU consumption (denial of service).",2,negative,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,"A remote attacker could provide a specially-crafted XML file that, when processed would lead to excessive CPU consumption (denial of service).",3,positive,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE
"A remote attacker could provide a specially-crafted XML file that, when processed, would lead to the exhaustion of CPU and memory resources or file descriptors.",CVE-2014-0191,4,negative,4,1,0,0,0,0,0,0,,"A remote attacker could provide a specially-crafted XML file that, when processed, would lead to the exhaustion of CPU and memory resources or file descriptors.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"A remote attacker could provide a specially-crafted XML file that, when processed, would lead to the exhaustion of CPU and memory resources or file descriptors.",3,negative,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
"A remote attacker could provide a specially-crafted XML file, which once opened in an application linked against libxml would cause that application to crash, or, potentially, execute arbitrary code with the privileges of the user running the application.",CVE-2011-1944,4,negative,4,1,0,0,0,0,0,0,,"A remote attacker could provide a specially-crafted XML file, which once opened in an application linked against libxml would cause that application to crash, or, potentially, execute arbitrary code with the privileges of the user running the application.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"A remote attacker could provide a specially-crafted XML file, which once opened in an application linked against libxml would cause that application to crash, or, potentially, execute arbitrary code with the privileges of the user running the application.",3,negative,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE
"A remote attacker could provide a specially-crafted XML file, which once opened in an application linked against libxml would cause that application to crash, or, potentially, execute arbitrary code with the privileges of the user running the application.",CVE-2011-1944,4,negative,4,1,0,0,0,0,0,0,,"A remote attacker could provide a specially-crafted XML file, which once opened in an application linked against libxml would cause that application to crash, or, potentially, execute arbitrary code with the privileges of the user running the application.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"A remote attacker could provide a specially-crafted XML file, which once opened in an application linked against libxml would cause that application to crash, or, potentially, execute arbitrary code with the privileges of the user running the application.",3,negative,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE
"A vulnerability found in libxml2 in versions before 2.9.11 shows that it did not propagate errors while parsing XML mixed content, causing a NULL dereference.",CVE-2021-3537,4,positive,1,0,0,0,0,0,0,0,,"A vulnerability found in libxml2 in versions before 2.9.11 shows that it did not propagate errors while parsing XML mixed content, causing a NULL dereference.",2,positive,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,"A vulnerability found in libxml2 in versions before 2.9.11 shows that it did not propagate errors while parsing XML mixed content, causing a NULL dereference.",3,negative,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
"According to the xz man page, files compressed with `xz -9` currently require 65 MB to decompress, so set the limit to 100 MB.",CVE-2017-18258,4,negative,4,1,0,0,0,0,0,0,,"According to the xz man page, files compressed with `xz -9` currently require 65 MB to decompress, so set the limit to 100 MB.",2,negative,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,"According to the xz man page, files compressed with `xz -9` currently require 65 MB to decompress, so set the limit to 100 MB.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
add a regression test to avoid change of the behaviour in the future.,CVE-2013-0339,4,negative,4,1,0,0,0,0,0,0,,add a regression test to avoid change of the behaviour in the future.,2,positive,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,add a regression test to avoid change of the behaviour in the future.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
"Add bounds checks before dereferencing ctxt->input->cur past the end of the buffer, or incrementing the pointer past the end of the buffer.",CVE-2016-1838,4,negative,4,1,0,0,0,0,0,0,,"Add bounds checks before dereferencing ctxt->input->cur past the end of the buffer, or incrementing the pointer past the end of the buffer.",2,positive,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Add bounds checks before dereferencing ctxt->input->cur past the end of the buffer, or incrementing the pointer past the end of the buffer.",4,positive,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
Add missing increments of recursion depth counter to XML parser.,CVE-2016-3705,4,negative,4,1,0,0,0,0,0,0,,Add missing increments of recursion depth counter to XML parser.,2,negative,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Add missing increments of recursion depth counter to XML parser.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
Add xmlHaltParser() to stop the parser.,CVE-2015-7499,4,negative,4,1,0,0,0,0,0,0,,Add xmlHaltParser() to stop the parser.,2,negative,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,Add xmlHaltParser() to stop the parser.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
Adds further checks to partial fix in 50f06b3e.,CVE-2021-3517,4,negative,4,1,0,0,1,0,0,0,,Adds further checks to partial fix in 50f06b3e.,2,positive,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Adds further checks to partial fix in 50f06b3e.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
Advancing to the next character in case of an error while parsing regexp leads to an out of bounds access.,CVE-2016-1840,4,positive,1,0,0,0,0,0,0,0,,Advancing to the next character in case of an error while parsing regexp leads to an out of bounds access.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Advancing to the next character in case of an error while parsing regexp leads to an out of bounds access.,3,positive,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,TRUE
"Also do the same on Conditional Sections if the input is broken, as the structure of",CVE-2015-7941,4,negative,4,1,0,0,0,0,0,0,,"Also do the same on Conditional Sections if the input is broken, as the structure of",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Also do the same on Conditional Sections if the input is broken, as the structure of",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
An attacker who is able to submit a crafted file to be processed by an application linked with libxml2 could trigger a use-after-free.,CVE-2021-3518,4,positive,1,0,0,0,0,0,0,0,,An attacker who is able to submit a crafted file to be processed by an application linked with libxml2 could trigger a use-after-free.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,An attacker who is able to submit a crafted file to be processed by an application linked with libxml2 could trigger a use-after-free.,3,positive,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,TRUE
An attacker who is able to supply a crafted file to be processed by an application linked with the affected functionality of libxml2 could trigger an out-of-bounds read.,CVE-2021-3517,4,negative,4,1,0,0,0,0,0,0,,An attacker who is able to supply a crafted file to be processed by an application linked with the affected functionality of libxml2 could trigger an out-of-bounds read.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,An attacker who is able to supply a crafted file to be processed by an application linked with the affected functionality of libxml2 could trigger an out-of-bounds read.,4,positive,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"An integer overflow, leading to heap-based buffer overflow was found in the way libxml, XML files manipulation library, processed certain XPath expressions.",CVE-2011-1944,4,negative,4,1,0,0,0,0,0,0,,"An integer overflow, leading to heap-based buffer overflow was found in the way libxml, XML files manipulation library, processed certain XPath expressions.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"An integer overflow, leading to heap-based buffer overflow was found in the way libxml, XML files manipulation library, processed certain XPath expressions.",3,positive,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
Applications processing untrusted XSL format inputs with the use of the libxml2 library may be vulnerable to a denial of service attack due to a crash of the application.,CVE-2018-14404,4,negative,4,1,0,0,0,0,0,0,,Applications processing untrusted XSL format inputs with the use of the libxml2 library may be vulnerable to a denial of service attack due to a crash of the application.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Applications processing untrusted XSL format inputs with the use of the libxml2 library may be vulnerable to a denial of service attack due to a crash of the application.,3,positive,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,TRUE
Approvement in LZMA error handling which prevents an infinite loop.,CVE-2018-14567,4,negative,4,1,0,0,0,0,0,0,,Approvement in LZMA error handling which prevents an infinite loop.,2,positive,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,Approvement in LZMA error handling which prevents an infinite loop.,3,negative,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,TRUE
Approvement in LZMA error handling which prevents an infinite loop.,CVE-2018-14567,4,negative,4,1,0,0,0,0,0,0,,Approvement in LZMA error handling which prevents an infinite loop.,2,positive,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,Approvement in LZMA error handling which prevents an infinite loop.,3,negative,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,TRUE
arg1->boolval &= arg2->boolval; //and then the application is crashing here resulting in a Denial of Service condition.,CVE-2018-14404,4,positive,1,0,0,0,0,0,0,0,,arg1->boolval &= arg2->boolval; //and then the application is crashing here resulting in a Denial of Service condition.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,arg1->boolval &= arg2->boolval; //and then the application is crashing here resulting in a Denial of Service condition.,3,positive,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,TRUE
arg1->boolval |= arg2->boolval; //crashing here due to null deref.,CVE-2018-14404,4,positive,1,0,0,0,0,0,0,0,,arg1->boolval |= arg2->boolval; //crashing here due to null deref.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,arg1->boolval |= arg2->boolval; //crashing here due to null deref.,3,positive,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
As a result I ended up with a rather different patch,CVE-2015-8710,4,negative,4,1,0,0,0,0,0,0,,As a result I ended up with a rather different patch,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,As a result I ended up with a rather different patch,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"Attribute strings are only valid if the base does not change, so add another check where the base may change.",CVE-2016-1835,4,positive,1,0,1,0,0,0,0,0,,"Attribute strings are only valid if the base does not change, so add another check where the base may change.",2,positive,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,"Attribute strings are only valid if the base does not change, so add another check where the base may change.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
Avoid an heap buffer overflow in xmlDictComputeFastQKey.,CVE-2015-7497,4,positive,1,0,0,0,0,0,0,0,,Avoid an heap buffer overflow in xmlDictComputeFastQKey.,4,positive,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Avoid an heap buffer overflow in xmlDictComputeFastQKey.,3,positive,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
Avoid an out of bound access when serializing malformed strings.,CVE-2016-4483,4,positive,1,0,0,0,0,0,0,0,,Avoid an out of bound access when serializing malformed strings.,2,positive,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,Avoid an out of bound access when serializing malformed strings.,3,positive,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,TRUE
Avoid extra processing of MarkupDecl when EOF.,CVE-2015-8241,4,positive,1,0,0,0,0,0,0,0,,Avoid extra processing of MarkupDecl when EOF.,2,positive,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,Avoid extra processing of MarkupDecl when EOF.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
Avoid processing entities after encoding conversion failures.,CVE-2015-7498,4,positive,1,0,0,0,0,0,0,0,,Avoid processing entities after encoding conversion failures.,2,positive,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,Avoid processing entities after encoding conversion failures.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
"Because of that omission, the parser failed to detect attribute recursions in certain documents before running out of stack space.",CVE-2016-3705,4,positive,1,0,0,0,0,0,0,0,,"Because of that omission, the parser failed to detect attribute recursions in certain documents before running out of stack space.",4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Because of that omission, the parser failed to detect attribute recursions in certain documents before running out of stack space.",3,positive,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,TRUE
Both 2.9.2 and latest git code are affected.,CVE-2015-8317,4,negative,4,1,0,0,0,0,0,0,,Both 2.9.2 and latest git code are affected.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Both 2.9.2 and latest git code are affected.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
Buffer overead with HTML parser in push mode.,CVE-2015-8242,4,negative,4,1,0,0,0,0,0,0,,Buffer overead with HTML parser in push mode.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Buffer overead with HTML parser in push mode.,3,positive,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
Buffer overflow errors originating from xmlBufGetInputBase in 2.9.0.,CVE-2013-1969,4,negative,4,1,0,0,0,0,0,0,,Buffer overflow errors originating from xmlBufGetInputBase in 2.9.0.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Buffer overflow errors originating from xmlBufGetInputBase in 2.9.0.,3,positive,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
Buffer overflow in libxml2 allows remote attackers to execute arbitrary code by leveraging an incorrect limit for port values when handling redirects.,CVE-2017-7376,4,negative,4,1,0,0,0,0,0,0,,Buffer overflow in libxml2 allows remote attackers to execute arbitrary code by leveraging an incorrect limit for port values when handling redirects.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Buffer overflow in libxml2 allows remote attackers to execute arbitrary code by leveraging an incorrect limit for port values when handling redirects.,3,positive,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
Bug 757711: heap-buffer-overflow in xmlFAParsePosCharGroup.,CVE-2016-1840,4,negative,4,1,0,0,0,0,0,0,,Bug 757711: heap-buffer-overflow in xmlFAParsePosCharGroup.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Bug 757711: heap-buffer-overflow in xmlFAParsePosCharGroup.,3,positive,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
Bug 757711: heap-buffer-overflow in xmlFAParsePosCharGroup.,CVE-2016-1840,4,negative,4,1,0,0,0,0,0,0,,Bug 757711: heap-buffer-overflow in xmlFAParsePosCharGroup.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Bug 757711: heap-buffer-overflow in xmlFAParsePosCharGroup.,3,positive,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
Bug 758588: Heap-based buffer overread in xmlParserPrintFileContextInternal.,CVE-2016-1838,4,negative,4,1,0,0,0,0,0,0,,Bug 758588: Heap-based buffer overread in xmlParserPrintFileContextInternal.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Bug 758588: Heap-based buffer overread in xmlParserPrintFileContextInternal.,3,positive,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
Bug 758588: Heap-based buffer overread in xmlParserPrintFileContextInternal.<https://bugzilla.gnome.org/show_bug.cgi?id=758588>.,CVE-2016-1838,4,negative,4,1,0,0,0,0,0,0,,Bug 758588: Heap-based buffer overread in xmlParserPrintFileContextInternal.<https://bugzilla.gnome.org/show_bug.cgi?id=758588>.,4,negative,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Bug 758588: Heap-based buffer overread in xmlParserPrintFileContextInternal.<https://bugzilla.gnome.org/show_bug.cgi?id=758588>.,4,positive,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
